epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,52.4994,2.875615,0.565,0.349667,0.601333,0.118333,2.329087,0.86,0.333333,0.571667,0.178333
2,51.9764,1.9852,0.939667,0.336667,0.629,0.205667,1.893905,0.925,0.33,0.675,0.213333
3,51.5319,1.703649,0.964667,0.349333,0.757,0.254,64.80636,0.29,0.333333,0.5,0.048333
4,51.9523,1.358768,0.968,0.348333,0.948,0.319,1.193248,0.988333,0.313333,0.998333,0.31
5,52.0483,1.223871,0.977,0.350333,0.993,0.340333,2.94974,0.791667,0.338333,0.668333,0.17
6,51.4896,1.16796,0.990667,0.357333,0.994,0.351667,452.46321,0.2,0.333333,0.5,0.033333
7,52.0283,1.131684,0.994667,0.385667,0.997333,0.381667,1.105328,0.996667,0.385,1.0,0.385
8,52.0919,1.104795,0.993,0.401,0.998,0.398,1.071479,0.996667,0.383333,1.0,0.383333
9,51.5242,1.098575,0.992667,0.408333,0.993,0.402667,1.188619,0.998333,0.396667,0.956667,0.38
10,52.0072,1.039507,0.996667,0.418667,0.998667,0.417667,1.136311,0.998333,0.406667,0.96,0.391667
11,51.9187,1.06012,0.996333,0.407,0.996,0.401667,1.045961,0.996667,0.406667,1.0,0.405
12,51.5267,1.020413,0.996333,0.422333,1.0,0.420667,1.068318,1.0,0.4,0.998333,0.4
13,52.0381,1.035448,0.996333,0.433667,0.999333,0.432333,1.019191,0.998333,0.405,1.0,0.405
14,52.0266,1.004329,0.998,0.444667,0.997,0.442667,58.463817,0.281667,0.353333,0.615,0.066667
15,51.479,0.996081,0.999667,0.446667,0.997333,0.445,1.003764,1.0,0.45,1.0,0.45
16,52.0132,0.998465,0.997333,0.459333,0.996667,0.456,494.412557,0.2,0.333333,0.5,0.033333
17,51.9432,1.002458,0.996667,0.464333,0.998333,0.461333,0.99319,0.998333,0.441667,1.0,0.441667
18,51.563,0.965576,0.999,0.483667,0.995,0.481,271.224624,0.2,0.326667,0.5,0.035
19,52.169,0.963804,0.996667,0.491,0.995667,0.487333,0.959416,1.0,0.458333,1.0,0.458333
20,51.5492,0.941344,0.996667,0.498,0.999667,0.496667,0.96175,1.0,0.463333,1.0,0.463333
21,52.1099,0.903455,0.997667,0.512,0.999667,0.510667,0.940213,1.0,0.491667,1.0,0.491667
22,52.0201,0.880233,0.999,0.522,1.0,0.521667,6.210294,0.478333,0.361667,0.996667,0.153333
23,51.5652,0.879092,0.998,0.536667,0.999,0.534667,0.938701,1.0,0.496667,0.998333,0.495
24,52.0431,0.927199,0.996667,0.534,0.997667,0.532,434.913667,0.2,0.333333,0.5,0.033333
25,52.1115,0.935954,0.995667,0.512333,0.993333,0.506,0.955822,0.996667,0.498333,1.0,0.498333
26,51.6818,0.87826,0.996333,0.538333,0.999,0.534,0.933974,0.995,0.493333,1.0,0.49
27,52.0679,0.839535,0.999,0.552,1.0,0.551333,0.931594,1.0,0.508333,0.998333,0.506667
28,51.5749,0.839146,0.997333,0.559,0.999333,0.557,0.946182,0.998333,0.485,1.0,0.483333
29,52.0183,0.818651,0.998,0.578667,1.0,0.577,0.923148,1.0,0.515,1.0,0.515
30,52.0205,0.793306,0.997333,0.604333,0.999667,0.603333,0.911516,1.0,0.531667,0.991667,0.526667
31,51.5618,0.817797,0.998333,0.582333,0.994,0.578,1.353604,0.965,0.435,0.97,0.4
32,52.162,0.805929,0.998667,0.604,0.995333,0.600667,0.878501,0.998333,0.541667,1.0,0.54
33,52.2609,0.803042,0.995333,0.598,0.998,0.593333,1.092525,0.983333,0.488333,0.998333,0.478333
34,51.5639,0.7771,0.997,0.617,0.998,0.613,0.858071,1.0,0.555,1.0,0.555
35,52.2465,0.719161,0.997667,0.647667,0.999333,0.645667,0.809824,0.998333,0.593333,1.0,0.591667
36,51.7412,0.722067,0.996667,0.658333,0.998,0.655,21.442188,0.283333,0.361667,0.865,0.081667
37,52.1352,0.703612,0.997667,0.665667,0.998,0.662,0.787716,0.998333,0.613333,1.0,0.611667
38,52.0092,0.667396,0.996,0.692,0.999667,0.688,0.757013,1.0,0.606667,1.0,0.606667
39,51.6597,0.686,0.996333,0.686333,0.997,0.681667,1.369955,0.943333,0.601667,0.885,0.52
40,52.0054,0.63348,0.997333,0.716,0.998667,0.713,0.689669,1.0,0.656667,1.0,0.656667
41,52.2705,0.586782,0.997667,0.731667,1.0,0.729667,1.815873,0.93,0.641667,1.0,0.611667
42,51.6158,0.542659,0.996,0.757333,0.998667,0.752667,0.690411,0.995,0.681667,1.0,0.676667
43,52.1334,0.541131,0.994,0.771,0.998667,0.764667,0.716775,0.996667,0.68,0.998333,0.676667
44,52.1203,0.501922,0.995,0.787,0.996333,0.78,0.53932,0.998333,0.756667,0.998333,0.753333
45,51.5629,0.521348,0.994667,0.8,0.994333,0.791,0.602924,0.998333,0.74,1.0,0.738333
46,52.1538,0.428479,0.997333,0.817,0.999333,0.813667,0.61413,0.99,0.75,1.0,0.741667
47,51.5764,0.40809,0.995667,0.827333,0.998333,0.822333,0.607192,0.998333,0.741667,0.996667,0.738333
48,52.1264,0.373575,0.997,0.855333,0.998333,0.850667,0.454492,0.998333,0.795,1.0,0.793333
49,52.1972,0.331325,0.996,0.867667,0.999333,0.863333,0.75104,0.97,0.738333,0.96,0.686667
50,51.6074,0.32796,0.996333,0.868333,0.999333,0.864333,0.508395,0.993333,0.781667,0.998333,0.775
