epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,54.2458,3.068258,0.407333,0.329333,0.688667,0.096333,2.809759,0.503333,0.35,0.653333,0.118333
2,52.2946,2.257291,0.545,0.333667,0.945667,0.170667,2.585646,0.585,0.316667,0.918333,0.181667
3,52.1022,2.007486,0.626333,0.352,0.991333,0.221667,3.064641,0.516667,0.325,0.893333,0.153333
4,52.7464,1.872491,0.684333,0.344333,0.997333,0.228667,6.718086,0.656667,0.338333,0.913333,0.228333
5,52.1445,1.799659,0.719667,0.335333,0.995667,0.241333,1.767474,0.735,0.325,1.0,0.25
6,52.5062,1.732271,0.752667,0.339333,0.994667,0.245,7.488006,0.656667,0.333333,0.856667,0.2
7,51.9588,1.676497,0.756667,0.341667,0.995,0.263333,28.178675,0.42,0.331667,0.5,0.066667
8,52.4722,1.650042,0.76,0.351333,0.996333,0.268333,1.635059,0.763333,0.311667,1.0,0.238333
9,52.2456,1.585833,0.793,0.361333,0.996,0.281667,1.696048,0.781667,0.341667,0.996667,0.266667
10,52.7006,1.567522,0.793,0.354333,0.992333,0.274667,1.933626,0.776667,0.353333,0.878333,0.25
11,52.2061,1.527047,0.811333,0.359333,0.997667,0.292667,1.594017,0.771667,0.325,0.993333,0.271667
12,52.7665,1.501556,0.808333,0.370333,0.998333,0.3,1.588173,0.791667,0.315,0.995,0.25
13,52.118,1.479626,0.813667,0.355667,0.998667,0.287,1.527593,0.786667,0.31,1.0,0.253333
14,52.802,1.4568,0.827667,0.359,0.998667,0.302333,1.52917,0.781667,0.315,1.0,0.253333
15,52.5782,1.451929,0.826,0.372667,1.0,0.304333,1.524939,0.815,0.31,1.0,0.263333
16,52.242,1.442568,0.835,0.370333,0.999333,0.308,1.512621,0.793333,0.328333,1.0,0.265
17,52.3697,1.457493,0.825333,0.366,0.996333,0.302667,1.537327,0.79,0.305,1.0,0.246667
