epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,53.0604,2.674754,0.667667,0.341333,0.635,0.150667,2.956659,0.665,0.31,0.591667,0.125
2,51.6492,1.764978,0.98,0.347333,0.712,0.250667,65.993518,0.2,0.348333,0.5,0.041667
3,52.22,1.3865,0.989333,0.337,0.915,0.305667,37.530701,0.46,0.341667,0.586667,0.111667
4,52.4262,1.178664,0.993333,0.361333,0.993333,0.356333,1.134821,1.0,0.335,1.0,0.335
5,51.8431,1.170462,0.997333,0.359,0.984333,0.352,1.109366,1.0,0.355,1.0,0.355
6,52.2936,1.149214,0.997333,0.383667,0.989667,0.378667,1.147244,0.993333,0.34,0.998333,0.338333
7,51.9326,1.116454,0.998667,0.372,0.997,0.370333,1.124696,1.0,0.325,1.0,0.325
8,52.5453,1.09108,0.997333,0.410333,0.997667,0.409333,1.056284,1.0,0.388333,1.0,0.388333
9,51.9042,1.035537,0.998333,0.437667,0.999,0.436,89.499743,0.35,0.341667,0.5,0.075
10,52.5358,1.01251,0.997,0.457,0.999,0.454667,1.088407,1.0,0.416667,0.97,0.396667
11,52.5897,1.08077,0.996,0.445333,0.981667,0.436333,1.041174,1.0,0.403333,1.0,0.403333
12,52.0986,1.024553,0.995667,0.454333,0.995667,0.450333,1.097439,0.995,0.39,1.0,0.39
13,52.4368,0.984206,0.996667,0.472667,0.999333,0.470333,1.010246,1.0,0.43,1.0,0.43
14,51.9779,0.956648,0.997,0.489,0.998,0.486,1.008638,1.0,0.453333,0.998333,0.451667
15,52.7276,0.963118,0.997,0.492667,0.999,0.491333,1.001263,0.998333,0.45,1.0,0.45
16,52.2036,0.943027,0.994333,0.500333,0.998,0.497,0.979784,1.0,0.455,1.0,0.455
17,93.7701,0.919116,0.997,0.514333,0.997,0.512,0.976549,1.0,0.455,0.998333,0.453333
18,13.6703,0.889987,0.997667,0.536,1.0,0.535,0.980059,0.998333,0.468333,1.0,0.466667
19,51.7862,0.907406,0.995,0.529,0.998333,0.525,1.138038,0.978333,0.448333,0.985,0.435
20,52.2136,0.865411,0.999,0.552333,0.998,0.55,1.180867,0.966667,0.46,0.985,0.45
21,52.2752,0.884676,0.998667,0.542333,0.993667,0.537,1.049303,0.998333,0.465,1.0,0.465
22,51.7751,0.879287,0.996667,0.547333,0.996667,0.542,989.276979,0.2,0.333333,0.5,0.033333
23,52.2955,0.833954,0.997,0.573667,0.999333,0.571,0.935653,0.998333,0.485,1.0,0.485
24,51.7016,0.815593,0.997333,0.579,0.999667,0.576667,4.981142,0.71,0.458333,0.893333,0.286667
25,52.2331,0.820176,0.998667,0.574,0.999667,0.573333,0.936725,0.996667,0.496667,1.0,0.493333
26,52.3106,0.80439,0.997,0.584667,0.997,0.581667,1.123329,0.968333,0.471667,1.0,0.451667
27,51.7773,0.77789,0.999667,0.605333,0.999333,0.604333,0.959149,1.0,0.495,1.0,0.495
28,52.299,0.789942,0.994667,0.612667,0.996,0.607,1.363527,0.981667,0.526667,0.92,0.47
29,51.9078,0.758718,0.997,0.629667,0.999333,0.627,0.988185,0.995,0.491667,1.0,0.486667
30,52.3335,0.74436,0.995,0.643667,0.998333,0.638667,1.001734,0.991667,0.548333,0.998333,0.545
31,52.3201,0.7267,0.995667,0.637667,0.999,0.633667,0.925624,1.0,0.573333,0.991667,0.566667
32,51.8397,0.716519,0.996333,0.658333,0.994333,0.651667,0.955129,0.996667,0.565,1.0,0.563333
33,52.4155,0.679224,0.998,0.673667,0.999,0.671333,0.894495,0.995,0.563333,1.0,0.56
34,51.9085,0.659474,0.997333,0.687333,0.998667,0.684333,0.877184,0.996667,0.576667,1.0,0.575
35,52.4076,0.665793,0.996333,0.696,0.996333,0.688667,4.706914,0.608333,0.481667,0.926667,0.283333
36,52.4539,0.627128,0.998,0.705667,0.997,0.702333,5.818676,0.668333,0.551667,0.845,0.335
37,51.9307,0.623123,0.996667,0.708667,0.997333,0.704333,0.800671,1.0,0.641667,1.0,0.641667
38,52.3209,0.566694,0.996333,0.743,0.999333,0.74,27.535576,0.311667,0.453333,0.531667,0.091667
39,51.7262,0.53239,0.996,0.770333,0.998667,0.765333,0.8254,0.996667,0.65,0.993333,0.641667
40,52.3733,0.561859,0.994333,0.763333,0.995667,0.755333,0.856446,0.975,0.655,1.0,0.641667
41,51.9116,0.483738,0.997,0.779333,1.0,0.776333,0.684202,0.995,0.696667,1.0,0.691667
42,52.3934,0.443741,0.996333,0.814667,0.998333,0.810333,3.980146,0.565,0.54,1.0,0.303333
43,52.3993,0.432813,0.995,0.828,0.998,0.822,0.663211,1.0,0.705,1.0,0.705
44,51.8317,0.411979,0.995667,0.823,0.997,0.816667,0.696611,0.995,0.695,1.0,0.693333
45,52.3526,0.391475,0.997333,0.840333,0.997333,0.835667,0.717036,0.998333,0.711667,1.0,0.711667
46,51.8708,0.365166,0.997333,0.847333,0.998333,0.843667,0.596789,0.998333,0.768333,1.0,0.768333
47,52.4461,0.358713,0.995,0.861667,0.995667,0.854,1.746151,0.926667,0.668333,0.938333,0.605
48,52.3153,0.33511,0.994667,0.861667,0.998333,0.855,6.614985,0.756667,0.628333,0.973333,0.476667
49,51.8232,0.304501,0.996333,0.891,0.996667,0.885,11.397607,0.736667,0.701667,0.968333,0.561667
50,52.3977,0.280586,0.993667,0.899333,0.998667,0.892667,0.482792,0.998333,0.791667,1.0,0.791667
51,51.8224,0.250734,0.995667,0.913,0.997,0.907333,0.619999,0.988333,0.788333,0.998333,0.778333
52,52.3735,0.216181,0.997667,0.918667,0.999333,0.916333,12.141758,0.275,0.615,0.946667,0.161667
53,51.9016,0.208203,0.997667,0.920333,0.999667,0.918,5.276223,0.895,0.731667,0.88,0.623333
54,52.3471,0.202679,0.996667,0.930333,0.997333,0.924667,0.43177,1.0,0.841667,1.0,0.841667
55,52.4227,0.193892,0.994,0.932667,0.998,0.925667,0.459952,0.996667,0.836667,1.0,0.833333
56,51.9087,0.176687,0.997,0.936667,0.998667,0.932667,0.563133,0.996667,0.826667,1.0,0.823333
57,52.4489,0.183537,0.998,0.938,0.998,0.936,0.511335,0.996667,0.84,1.0,0.838333
58,51.8694,0.17413,0.996667,0.942,0.996,0.934667,0.573466,0.991667,0.84,1.0,0.833333
59,52.4614,0.150936,0.997333,0.946333,0.999333,0.943,0.390809,0.998333,0.868333,1.0,0.868333
60,51.9326,0.120572,0.997333,0.962333,0.999333,0.959,17.240013,0.283333,0.515,0.946667,0.141667
61,52.3991,0.127063,0.998333,0.955667,0.999667,0.953667,0.41636,1.0,0.871667,1.0,0.871667
62,52.4392,0.121365,0.995667,0.960333,0.999333,0.955667,0.464818,0.998333,0.856667,1.0,0.855
63,51.9005,0.108443,0.998667,0.965667,0.997667,0.962,0.405394,1.0,0.853333,1.0,0.853333
64,52.3139,0.150743,0.997,0.951667,0.999333,0.948,0.914708,0.975,0.745,1.0,0.73
65,51.7908,0.127851,0.997,0.959,0.998667,0.954667,4.473968,0.806667,0.66,0.998333,0.56
66,53.1108,0.108437,0.995333,0.970667,0.999667,0.965667,0.630943,0.953333,0.856667,0.991667,0.806667
67,51.7826,0.108209,0.997667,0.969667,0.997667,0.965667,0.325008,1.0,0.893333,1.0,0.893333
68,52.4206,0.096748,0.996667,0.975,0.998,0.97,0.316652,1.0,0.885,0.998333,0.883333
69,52.6204,0.063318,0.997667,0.982,1.0,0.979667,0.339722,1.0,0.888333,1.0,0.888333
70,51.9244,0.117997,0.996667,0.963,0.998333,0.958,3.88917,0.826667,0.62,0.866667,0.465
71,52.4864,0.135396,0.996,0.961,0.998333,0.955333,0.295982,0.998333,0.905,1.0,0.905
72,52.0414,0.112207,0.997667,0.966333,0.999667,0.964333,0.33238,1.0,0.898333,1.0,0.898333
