epoch,train_loss,val_loss,train_acc_exact,val_acc_exact,train_mae_speed,val_mae_speed,train_mae_omega,val_mae_omega,train_rmse_speed,val_rmse_speed,train_rmse_omega,val_rmse_omega,score
1,3.4567718489964805,3.213651943206787,0.04783333333333333,0.135,0.2611954398949941,0.2332357986768087,0.3085342709223429,0.30728978872299195,0.30291870644935115,0.2837316204201814,0.34761938812625814,0.3471063077511933,-0.1352627936999003
2,2.9712604427337648,2.8007717529932656,0.14816666666666667,0.15916666666666668,0.2337943836847941,0.1853411062558492,0.30155262438456215,0.3081453410784403,0.28055221169407346,0.22135957187710162,0.3453403244200751,0.347318897373513,-0.08757655700047809
3,2.775714290936788,2.65463072458903,0.1555,0.1875,0.16207832717895507,0.11321408311525981,0.30071540880203246,0.30196646610895794,0.21117764006777934,0.15046703445259407,0.34376787809639786,0.3436032759482335,-0.020090274612108883
4,2.613987922668457,2.48627077738444,0.173,0.18833333333333332,0.12834605745474498,0.11903754254182179,0.29777994934717816,0.3099730062484741,0.17049946033694421,0.16179862115551064,0.3388204736822752,0.3447232081436484,-0.02617194106181464
5,2.393942322731018,2.31804252465566,0.204,0.24416666666666667,0.14166606775919596,0.14937897284825644,0.2971091281572978,0.30016431013743083,0.1876233050691061,0.18487326193210235,0.33801085821322724,0.3403527414158535,0.01939502517382305
6,2.2817962630589803,2.2003615617752077,0.245,0.2783333333333333,0.13052172362804412,0.11122410277525584,0.2917443920771281,0.2984007453918457,0.17563432410796864,0.14735337011917593,0.3332114471076037,0.33578771312488026,0.07352090924978255
7,2.2096518802642824,2.1362440903981526,0.2743333333333333,0.3175,0.11376291731993357,0.10215948859850565,0.2865293558438619,0.2898401967684428,0.15652169184341624,0.1361470955206696,0.32684485061216556,0.3296665664101523,0.12150015731652578
8,2.141300916671753,2.094731803735097,0.307,0.3125,0.10501379855473836,0.08827979683876037,0.27621887350082397,0.2807782506942749,0.14490012621764936,0.12375931276896615,0.3192324114400184,0.3221838975021085,0.12797097623348236
9,2.1165209070841473,2.0721091469128927,0.33316666666666667,0.3358333333333333,0.10508957346280416,0.09610777298609416,0.2695422213077545,0.27383636077245077,0.14537725921489714,0.13012273069477026,0.31324963214281326,0.3177018463014477,0.15086126645406084
10,2.0722079793612163,2.0430535674095154,0.3436666666666667,0.3491666666666667,0.09952806329727173,0.0892750902970632,0.2627592266400655,0.2753374338150024,0.140197982918543,0.12299432863736177,0.3075908180842998,0.3186898701493552,0.16686040461063387
