epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,57.7285,2.534809,0.751667,0.334333,0.603,0.151667,1.818705,1.0,0.325,0.611667,0.205
2,55.5982,1.804989,0.998333,0.335667,0.646,0.205333,1.834955,1.0,0.345,0.64,0.218333
3,55.2618,1.420625,0.995,0.332333,0.889,0.292667,162.76481,0.2,0.333333,0.5,0.033333
4,55.8768,1.160602,0.998,0.329333,0.997,0.327,1.29272,1.0,0.34,0.968333,0.331667
5,56.0995,1.142041,0.998333,0.334,0.999,0.333667,3.445672,1.0,0.32,0.5,0.161667
6,56.0052,1.162811,0.997,0.345,0.992667,0.343333,1.209178,1.0,0.3,0.965,0.291667
7,56.2186,1.136866,0.998,0.338333,0.998,0.337333,1.139371,1.0,0.341667,1.0,0.341667
8,55.9906,1.121631,1.0,0.345667,1.0,0.345667,1.114812,1.0,0.343333,1.0,0.343333
9,56.7055,1.148881,1.0,0.354333,0.991333,0.351,1.120939,1.0,0.35,1.0,0.35
10,56.9937,1.121636,1.0,0.348333,0.999667,0.348333,1.113707,1.0,0.331667,1.0,0.331667
11,56.6846,1.112467,1.0,0.354333,1.0,0.354333,1.109913,1.0,0.346667,1.0,0.346667
12,57.4977,1.123032,1.0,0.35,0.996333,0.348333,634.892907,0.195,0.333333,0.5,0.033333
13,53.9023,1.115044,0.999667,0.366,0.999667,0.365667,1.120572,1.0,0.356667,1.0,0.356667
14,53.5025,1.111769,0.999667,0.356667,0.999667,0.356333,1.13918,1.0,0.356667,1.0,0.356667
15,52.5031,1.110195,1.0,0.354333,1.0,0.354333,1.132509,1.0,0.333333,1.0,0.333333
16,51.6005,1.132236,0.998333,0.356667,0.994667,0.354333,1.124667,1.0,0.338333,1.0,0.338333
17,51.2025,1.161409,0.993667,0.347,0.992333,0.342667,1.118895,1.0,0.351667,1.0,0.351667
18,51.7416,1.109788,1.0,0.356,1.0,0.356,1.121558,1.0,0.358333,1.0,0.358333
19,53.4235,1.099533,1.0,0.367333,1.0,0.367333,1.1245,1.0,0.308333,1.0,0.308333
20,54.3774,1.129884,0.999,0.353333,0.993667,0.351,3.721594,0.96,0.32,0.806667,0.256667
21,51.6829,1.103154,0.999667,0.375,0.998667,0.374,1.109112,1.0,0.37,1.0,0.37
22,52.2686,1.094691,1.0,0.384667,1.0,0.384667,1.118324,1.0,0.366667,1.0,0.366667
23,52.1153,1.096936,0.999333,0.377667,0.998333,0.377,1.099648,1.0,0.366667,1.0,0.366667
24,52.5527,1.087519,0.999667,0.395,0.999,0.395,1.096792,1.0,0.361667,1.0,0.361667
25,52.5262,1.064162,1.0,0.404333,0.999667,0.404333,1.065365,1.0,0.403333,1.0,0.403333
26,52.0962,1.060338,0.998333,0.412667,0.999,0.412,1.023783,0.998333,0.418333,1.0,0.416667
27,52.5843,1.076082,0.998667,0.405667,0.997,0.404667,1.120839,1.0,0.378333,1.0,0.378333
28,52.0621,1.039719,0.999333,0.436,0.999333,0.435333,1.055312,1.0,0.396667,1.0,0.396667
29,52.6184,1.004789,0.999,0.449,0.999667,0.448667,1.017257,1.0,0.421667,0.998333,0.42
30,52.1142,0.977947,0.998667,0.464667,1.0,0.463333,0.974362,1.0,0.465,1.0,0.465
31,52.7816,0.948496,0.998333,0.492,0.997667,0.49,0.943635,1.0,0.468333,1.0,0.468333
32,52.2638,0.93787,0.997,0.502667,0.998,0.5,0.91197,1.0,0.518333,0.998333,0.516667
33,53.1448,0.899616,0.997333,0.539333,0.994,0.533,0.85933,0.998333,0.553333,1.0,0.551667
34,52.4146,0.818343,0.998,0.602333,0.998667,0.599333,0.804502,1.0,0.616667,0.986667,0.606667
35,52.7502,0.721682,0.997333,0.653667,0.999,0.651333,34.135647,0.631667,0.536667,0.666667,0.301667
36,52.5194,0.669613,0.995,0.702333,0.987667,0.689,0.590165,0.998333,0.725,0.993333,0.72
37,52.9706,0.554466,0.997333,0.741333,0.998667,0.738,0.509563,1.0,0.738333,1.0,0.738333
38,52.5188,0.515492,0.997667,0.767333,0.997,0.763667,0.459979,0.998333,0.781667,1.0,0.78
39,52.9178,0.444527,0.996667,0.803667,0.997667,0.799333,0.44117,1.0,0.806667,1.0,0.806667
40,55.03,0.497061,0.995667,0.786,0.998333,0.781,0.483456,1.0,0.766667,1.0,0.766667
41,54.7053,0.386087,0.998,0.835333,0.999,0.833,0.414039,1.0,0.831667,1.0,0.831667
42,54.4984,0.328661,0.996333,0.867,0.999,0.862333,0.232725,1.0,0.918333,1.0,0.918333
43,53.3907,0.245711,0.996333,0.908667,0.999333,0.905,0.20926,1.0,0.936667,1.0,0.936667
44,52.6356,0.250757,0.993333,0.920667,0.996667,0.912333,0.168326,1.0,0.94,1.0,0.94
45,52.221,0.174795,0.996667,0.940667,0.999,0.936667,0.114537,1.0,0.966667,1.0,0.966667
46,55.6909,0.139336,0.996667,0.959,0.999,0.954667,0.075721,1.0,0.98,1.0,0.98
47,62.3855,0.105445,0.997667,0.975,0.997,0.969667,0.046967,1.0,0.995,1.0,0.995
