epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,52.4154,2.900035,0.548,0.332667,0.628333,0.110667,5.936713,0.341667,0.34,0.631667,0.065
2,51.8173,1.83336,0.969333,0.338,0.716,0.235,36.145446,0.203333,0.318333,0.5,0.023333
3,51.9359,1.410645,0.99,0.339,0.897667,0.299667,2.223476,1.0,0.363333,0.52,0.19
4,51.3809,1.165376,0.994333,0.350333,0.994,0.346,1.888032,0.98,0.338333,0.81,0.268333
5,51.8803,1.127223,0.999,0.369333,0.997,0.367667,1.132792,0.996667,0.353333,1.0,0.35
6,51.9569,1.117498,0.997333,0.401333,0.996333,0.398333,1.182999,0.97,0.373333,1.0,0.358333
7,51.4832,1.087263,0.997667,0.402667,0.998667,0.400667,1.126689,1.0,0.395,0.983333,0.388333
8,51.9286,1.089064,0.995333,0.426,0.993667,0.421333,1.090488,0.993333,0.38,0.998333,0.376667
9,51.8941,1.060453,0.997333,0.428333,0.997667,0.427333,1.303841,0.998333,0.401667,0.966667,0.391667
10,51.462,1.044699,0.997667,0.439667,0.994333,0.435667,1.028706,1.0,0.435,1.0,0.435
11,51.9864,1.069182,0.994,0.447333,0.985667,0.44,353.513626,0.218333,0.333333,0.5,0.04
12,51.9969,1.049399,0.994,0.470333,0.991667,0.464333,0.997444,0.998333,0.441667,1.0,0.441667
13,51.4561,0.961219,0.999333,0.49,0.999667,0.489,0.969072,0.998333,0.475,1.0,0.473333
14,51.9241,0.943717,0.998667,0.499,1.0,0.497667,0.94619,1.0,0.466667,1.0,0.466667
15,52.0899,0.924434,0.996,0.520333,0.999333,0.517,0.975431,0.998333,0.475,0.985,0.465
16,51.4578,0.939275,0.997667,0.524,0.999,0.521667,0.951711,1.0,0.47,1.0,0.47
17,51.9634,0.912455,0.997667,0.537,0.995333,0.532333,0.950101,0.998333,0.493333,1.0,0.493333
18,52.0113,0.905232,0.995333,0.529333,0.997,0.525333,0.996741,1.0,0.44,1.0,0.44
19,51.5738,0.865852,0.997,0.556333,0.999333,0.553333,0.93006,0.995,0.495,1.0,0.493333
20,52.0025,0.873991,0.992667,0.560333,0.999,0.554667,0.933705,1.0,0.511667,1.0,0.511667
21,51.4789,0.848767,0.997,0.569333,0.997333,0.565333,0.887891,0.998333,0.503333,1.0,0.503333
