epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
22,45.9036,1.194251,0.928667,0.443,0.999667,0.413,1.20957,0.93,0.361667,0.998333,0.34
23,46.4893,1.183957,0.931333,0.441333,0.999,0.411667,1.22806,0.921667,0.388333,1.0,0.356667
24,46.2834,1.167065,0.925667,0.449667,0.999333,0.417667,1.391687,0.91,0.373333,0.99,0.34
25,46.4625,1.168376,0.931333,0.455,0.999,0.424667,1.251227,0.915,0.403333,0.996667,0.371667
26,45.9329,1.138564,0.935,0.466333,0.997667,0.439667,1.313359,0.92,0.38,0.985,0.341667
27,46.4115,1.154173,0.935667,0.441667,0.999,0.412,1.218924,0.92,0.381667,0.998333,0.348333
28,46.5449,1.136795,0.933333,0.477333,0.998667,0.445,1.308533,0.921667,0.375,0.981667,0.34
29,46.3545,1.123825,0.935667,0.478,0.999333,0.448667,1.284745,0.921667,0.381667,0.996667,0.355
30,46.0021,1.097097,0.941667,0.488,0.999667,0.459333,1.231402,0.931667,0.376667,1.0,0.351667
31,46.4674,1.096514,0.939,0.487333,1.0,0.456667,1.213254,0.92,0.416667,1.0,0.376667
32,46.5329,1.102225,0.936333,0.486333,0.995667,0.453,1.193369,0.926667,0.43,0.998333,0.4
33,46.6147,1.079739,0.945,0.509333,0.997,0.476333,1.212089,0.938333,0.393333,0.998333,0.373333
34,46.0986,1.060941,0.946333,0.512667,0.998667,0.488667,1.199845,0.92,0.42,0.998333,0.383333
35,46.4596,1.0389,0.949667,0.528,0.999333,0.503,1.302895,0.925,0.411667,0.998333,0.383333
36,46.3982,1.059888,0.951333,0.521333,0.997333,0.494667,1.239918,0.921667,0.42,0.998333,0.38
37,46.119,1.013519,0.950333,0.530333,0.998667,0.504667,1.229057,0.921667,0.43,0.998333,0.4
38,46.5247,0.989782,0.950667,0.551667,0.998667,0.524333,1.256249,0.921667,0.431667,0.996667,0.398333
39,46.5614,0.984599,0.953,0.578333,0.998667,0.547667,1.258802,0.925,0.423333,0.995,0.383333
40,46.4634,0.959405,0.954333,0.574333,0.999,0.548667,1.390467,0.92,0.468333,0.98,0.421667
41,45.917,0.95396,0.954333,0.58,0.996333,0.551333,1.207109,0.926667,0.485,1.0,0.455
42,46.428,0.905539,0.953333,0.614667,0.998333,0.588,1.24759,0.918333,0.49,0.99,0.438333
43,46.3473,0.886831,0.96,0.629667,0.997,0.599667,1.255236,0.93,0.495,0.998333,0.461667
44,46.4846,0.85545,0.956,0.643333,0.999,0.614667,1.210755,0.916667,0.52,0.996667,0.475
45,45.9385,0.84439,0.963,0.643333,0.998,0.620667,1.376975,0.925,0.51,0.996667,0.468333
46,46.6261,0.823726,0.959667,0.659333,0.998667,0.634,1.23026,0.91,0.525,1.0,0.48
47,46.5099,0.77636,0.966667,0.679,0.998333,0.657667,1.214144,0.918333,0.555,1.0,0.511667
48,46.5084,0.750444,0.969667,0.692667,0.999333,0.672667,1.253644,0.926667,0.556667,0.998333,0.513333
49,45.9134,0.728413,0.965,0.717,0.998,0.690667,1.228333,0.923333,0.54,0.998333,0.505
50,46.4618,0.705437,0.968667,0.715667,0.998667,0.694,1.352157,0.913333,0.558333,0.991667,0.508333
51,46.3577,0.682322,0.973,0.721333,0.999,0.700333,1.247701,0.92,0.555,0.995,0.511667
52,46.3609,0.667957,0.968333,0.733333,0.999333,0.709667,1.383179,0.905,0.545,0.99,0.488333
53,45.8915,0.654972,0.972,0.729333,0.998,0.71,1.374546,0.915,0.545,0.998333,0.5
54,46.4164,0.605784,0.975,0.754667,0.998667,0.735667,1.381307,0.908333,0.573333,1.0,0.528333
55,46.5172,0.60531,0.976667,0.764333,1.0,0.746667,1.311434,0.916667,0.571667,1.0,0.525
56,46.4612,0.581122,0.976,0.770333,0.997667,0.749667,1.395435,0.916667,0.588333,0.996667,0.54
57,45.9561,0.596895,0.974667,0.758667,0.998667,0.738667,1.310577,0.913333,0.593333,1.0,0.546667
58,46.5496,0.568699,0.972,0.784333,0.997333,0.762333,1.310712,0.91,0.558333,1.0,0.513333
59,46.5085,0.523002,0.982333,0.800667,0.998667,0.786,1.467336,0.918333,0.586667,1.0,0.545
60,46.6212,0.519661,0.980333,0.792333,0.999333,0.776333,1.404135,0.913333,0.578333,0.998333,0.528333
61,46.0522,0.477276,0.980667,0.810333,0.999667,0.794667,1.481055,0.921667,0.585,0.995,0.543333
62,46.5766,0.491116,0.977667,0.817667,0.999,0.799667,1.515725,0.918333,0.606667,1.0,0.573333
63,46.6289,0.480634,0.983667,0.814667,0.999667,0.803,1.460808,0.915,0.616667,1.0,0.581667
64,86.5653,0.440351,0.984667,0.842333,0.998667,0.828333,1.645074,0.915,0.606667,0.986667,0.558333
65,5.8995,0.454454,0.979333,0.837,0.998333,0.819667,1.529212,0.916667,0.588333,0.998333,0.541667
66,46.4101,0.440252,0.981333,0.84,0.999,0.822667,1.418925,0.913333,0.615,0.995,0.57
67,46.4484,0.431323,0.981333,0.845333,0.999667,0.829333,1.512931,0.911667,0.606667,1.0,0.563333
68,46.4323,0.42642,0.982333,0.852,0.997,0.834667,1.809212,0.918333,0.583333,0.998333,0.533333
69,45.7571,0.390122,0.984,0.859333,0.999333,0.845,1.67842,0.908333,0.61,0.998333,0.568333
70,46.3544,0.367215,0.982333,0.868,0.999333,0.851333,1.616532,0.905,0.608333,1.0,0.568333
71,46.4129,0.340233,0.989333,0.878333,0.998,0.867667,1.67509,0.916667,0.633333,0.998333,0.593333
72,46.6223,0.361293,0.983,0.865,0.999333,0.849667,1.651588,0.908333,0.631667,0.988333,0.583333
73,46.1084,0.34071,0.989333,0.882667,0.999333,0.873,1.56808,0.915,0.635,0.998333,0.595
74,46.431,0.338398,0.985667,0.877667,1.0,0.866,1.556166,0.916667,0.641667,1.0,0.59
75,46.5163,0.310789,0.989,0.891667,0.999333,0.881,1.791945,0.915,0.648333,0.998333,0.605
76,46.3429,0.308548,0.985667,0.898667,0.999667,0.886667,1.620549,0.923333,0.626667,1.0,0.59
77,46.0017,0.288215,0.993,0.894,0.999,0.886,1.685454,0.906667,0.645,1.0,0.596667
78,46.4738,0.310917,0.99,0.89,0.999,0.881,1.934369,0.911667,0.613333,0.996667,0.565
79,46.4805,0.281102,0.991,0.906667,0.999333,0.897333,1.806182,0.91,0.648333,0.998333,0.606667
80,45.9048,0.260101,0.99,0.912667,0.998667,0.903,1.827114,0.916667,0.66,1.0,0.631667
81,46.4937,0.272947,0.99,0.906,0.999,0.895667,1.768587,0.911667,0.673333,1.0,0.628333
82,46.4038,0.259124,0.99,0.917,0.999667,0.907333,1.973304,0.918333,0.651667,0.998333,0.613333
83,46.3717,0.229923,0.99,0.929667,1.0,0.921,2.090845,0.915,0.655,0.998333,0.613333
84,46.0302,0.248179,0.988,0.925667,0.999,0.913333,1.886406,0.91,0.646667,0.998333,0.606667
85,46.4849,0.277901,0.989,0.907,0.997333,0.897667,2.043726,0.911667,0.623333,0.998333,0.586667
86,46.4848,0.244971,0.988333,0.917333,0.999333,0.906,2.000019,0.91,0.613333,1.0,0.571667
87,46.4853,0.225168,0.987667,0.931,0.999333,0.919667,2.130035,0.918333,0.645,0.998333,0.598333
88,45.9074,0.203477,0.992667,0.932333,0.999,0.925,2.017024,0.915,0.631667,0.998333,0.596667
89,46.4419,0.203448,0.989333,0.938,0.999,0.927,14.672786,0.816667,0.496667,0.543333,0.233333
90,46.4009,0.225157,0.989,0.933667,0.997333,0.921,2.252148,0.915,0.648333,1.0,0.606667
91,46.4896,0.223484,0.989667,0.931333,0.999333,0.921333,2.213454,0.916667,0.655,0.996667,0.618333
92,45.8527,0.199323,0.988333,0.940667,0.999667,0.93,2.075453,0.913333,0.638333,1.0,0.601667
93,46.3119,0.177072,0.991667,0.948333,0.999667,0.941,2.377947,0.91,0.635,0.98,0.58
94,46.3583,0.205163,0.991333,0.94,0.999,0.931667,2.078333,0.908333,0.653333,0.998333,0.606667
95,46.5412,0.241411,0.988,0.932333,0.999667,0.921,2.004664,0.91,0.645,1.0,0.596667
