epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,46.9813,2.674386,0.545667,0.335333,0.704333,0.134,10.911088,0.59,0.345,0.48,0.086667
2,46.2231,1.753585,0.743,0.339,0.97,0.243333,2.417924,0.84,0.306667,0.708333,0.17
3,46.3218,1.580861,0.827333,0.331,0.979667,0.271667,1.40631,0.891667,0.345,0.996667,0.303333
4,46.3232,1.487671,0.845667,0.338333,0.99,0.276,4.56894,0.853333,0.345,0.556667,0.153333
5,46.4042,1.43045,0.880667,0.329667,0.990333,0.29,253.329545,0.196667,0.333333,0.5,0.033333
6,45.8705,1.424103,0.883667,0.342,0.983,0.302,1.354017,0.898333,0.311667,1.0,0.28
7,46.4266,1.387432,0.885,0.37,0.992,0.323,1.309776,0.925,0.321667,1.0,0.296667
8,46.3477,1.341132,0.901333,0.351,0.997333,0.318333,1.373348,0.91,0.326667,0.98,0.29
9,46.5056,1.330364,0.904667,0.350333,0.997333,0.315333,7.895819,0.345,0.328333,0.676667,0.076667
10,45.9181,1.311804,0.903,0.348,0.996667,0.312,1.863229,0.935,0.326667,0.79,0.256667
11,46.4278,1.331921,0.91,0.366,0.995667,0.334333,1.309393,0.92,0.323333,1.0,0.291667
12,46.3641,1.303671,0.914333,0.384333,0.996667,0.346333,1.266514,0.92,0.35,1.0,0.325
13,46.4224,1.282212,0.910667,0.382667,0.999333,0.351,1.338288,0.926667,0.361667,0.991667,0.328333
14,45.9929,1.334585,0.912667,0.382,0.986667,0.345333,1.273321,0.918333,0.35,0.998333,0.316667
15,46.4478,1.275571,0.913333,0.385,0.997333,0.351667,1.242204,0.931667,0.366667,0.996667,0.34
16,46.503,1.257017,0.914,0.397667,0.999333,0.363333,1.376532,0.918333,0.353333,0.961667,0.303333
17,46.4892,1.245078,0.920333,0.395,0.999333,0.364333,1.324289,0.933333,0.358333,0.98,0.333333
18,45.9024,1.232687,0.919667,0.410667,0.998667,0.380667,1.237332,0.93,0.368333,1.0,0.348333
19,46.522,1.229251,0.911333,0.41,0.999,0.371667,1.232294,0.916667,0.391667,1.0,0.361667
20,46.4801,1.255212,0.915,0.426333,0.99,0.388333,1.228932,0.936667,0.36,1.0,0.336667
21,46.4082,1.196812,0.925667,0.432667,0.999333,0.399,1.263466,0.916667,0.373333,0.998333,0.335
