case,test_acc_exact_gain_mean,test_acc_exact_gain_std,test_acc_exact_gain_n,test_acc_motion_gain_mean,test_acc_motion_gain_std,test_acc_motion_gain_n,test_acc_rot_gain_mean,test_acc_rot_gain_std,test_acc_rot_gain_n,test_acc_shape_gain_mean,test_acc_shape_gain_std,test_acc_shape_gain_n,test_mae_speed_denorm_gain_mean,test_mae_speed_denorm_gain_std,test_mae_speed_denorm_gain_n,test_mae_omega_denorm_gain_mean,test_mae_omega_denorm_gain_std,test_mae_omega_denorm_gain_n,test_rmse_speed_denorm_gain_mean,test_rmse_speed_denorm_gain_std,test_rmse_speed_denorm_gain_n,test_rmse_omega_denorm_gain_mean,test_rmse_omega_denorm_gain_std,test_rmse_omega_denorm_gain_n
FIX_MOT_FIX_ROT,0.5605555555555556,0.022765918321847572,3,0.39999999999999997,0.0030046260628866653,3,0.34,0.0022047927592205013,3,0.0,0.0,3,0.24060524539608094,0.07678316882498623,3,-0.020840084242324034,0.016644267401975707,3,0.30851932755301353,0.07899548731684841,3,-0.08615914140276747,0.08135538965389195,3
FIX_MOT_VAR_ROT,0.5875,0.012018504251546679,3,0.3986111111111111,0.003938179688543825,3,0.3708333333333333,0.020275875100994087,3,0.0,0.0,3,0.17786158931752047,0.07117137596249465,3,0.4771208547883563,0.025895463044013533,3,0.20625703663998504,0.11807733582035251,3,0.6350348659521473,0.05401855979373722,3
VAR_MOT_FIX_ROT,0.46194444444444444,0.021414126524675642,3,0.295,0.012829003598617167,3,0.29111111111111115,0.019045510796024408,3,0.0,0.0,3,0.3133295920160082,0.06002948488012219,3,-0.2146652615732617,0.14529899384172457,3,0.38990103144813065,0.09010723692738491,3,-0.3004800115412966,0.09752743414865359,3
VAR_MOT_VAR_ROT,0.3872222222222222,0.03657501170856248,3,0.2966666666666667,0.009824855102126327,3,0.2380555555555555,0.0376785871009772,3,0.0,0.0,3,0.2351624899440342,0.020796901168737777,3,-0.21686302555931944,0.29729953376615914,3,0.27852899605253506,0.049141100025826265,3,-0.2756478888627943,0.3851278510151354,3
