epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,47.5671,2.752692,0.540333,0.332667,0.674333,0.130667,40.209129,0.2,0.333333,0.5,0.033333
2,46.2449,1.795234,0.748667,0.329,0.945667,0.236667,1.725935,0.845,0.343333,0.913333,0.255
3,45.8642,1.525633,0.845333,0.338667,0.987667,0.283333,5.724809,0.866667,0.351667,0.5,0.141667
4,46.3601,1.431486,0.877,0.355333,0.999,0.308,1.330295,0.896667,0.363333,1.0,0.331667
5,46.4142,1.394686,0.885667,0.333667,0.999333,0.29,1.346035,0.895,0.35,1.0,0.315
6,46.413,1.423638,0.886333,0.336,0.985667,0.294,13.908461,0.608333,0.333333,0.5,0.1
7,46.2964,1.428241,0.879,0.329333,0.986333,0.287667,1.403364,0.883333,0.328333,0.981667,0.296667
8,45.8779,1.357477,0.895667,0.332333,0.999667,0.294667,1.2812,0.915,0.356667,1.0,0.326667
9,46.451,1.348343,0.896667,0.342667,0.998333,0.306333,1.29631,0.923333,0.346667,1.0,0.325
10,46.3644,1.320148,0.907333,0.343333,0.999,0.314333,1.294955,0.915,0.341667,1.0,0.315
11,46.333,1.323449,0.909333,0.346,0.996333,0.317,1.295161,0.92,0.318333,1.0,0.3
12,45.9786,1.303808,0.909667,0.348,0.999667,0.314,3.261289,0.901667,0.331667,0.521667,0.161667
13,46.4466,1.299753,0.915,0.345,0.998667,0.317333,1.28145,0.923333,0.346667,1.0,0.331667
14,46.396,1.276673,0.921333,0.348333,0.999,0.322333,6.055234,0.926667,0.338333,0.5,0.145
15,46.45,1.317419,0.920333,0.346333,0.986333,0.316333,1.29586,0.915,0.35,0.998333,0.311667
16,45.8847,1.287296,0.925,0.351667,0.998667,0.321667,1.380801,0.918333,0.315,0.958333,0.28
17,46.3871,1.264426,0.929667,0.352,0.999333,0.329333,1.277247,0.913333,0.341667,1.0,0.311667
18,46.4459,1.326259,0.918333,0.339333,0.988333,0.310333,5.210489,0.9,0.331667,0.503333,0.158333
19,46.4201,1.289882,0.924333,0.353,0.996,0.325,1.284233,0.93,0.34,0.998333,0.318333
