case,use_tsm,mean_ms,std_ms,median_ms,p95_ms,mean_epochs_ran,n
FIX_MOT_FIX_ROT,False,3.7307673585414887,0.0037047691634396105,3.6927733421325684,4.769580801328022,100.0,3
FIX_MOT_FIX_ROT,True,4.2628870451450345,0.6199124656159317,4.162832021713257,5.6656096776326486,69.0,3
FIX_MOT_VAR_ROT,False,3.7474961570898695,0.3187225393394859,3.641306678454081,4.689960511525472,71.0,3
FIX_MOT_VAR_ROT,True,4.408255686362584,0.5690317038250087,4.371781309445699,5.438371229171753,71.33333333333333,3
VAR_MOT_FIX_ROT,False,4.061000107129415,0.7846860722053517,3.950746695200602,4.789142338434854,39.666666666666664,3
VAR_MOT_FIX_ROT,True,4.148976417779923,0.18930532353431107,4.017989277839661,5.331635753313701,92.33333333333333,3
VAR_MOT_VAR_ROT,False,3.940117439031601,0.14842642429282757,3.7985013326009116,4.98339746793111,65.66666666666667,3
VAR_MOT_VAR_ROT,True,3.9637021950880684,0.05366536634143305,3.9055786530176797,4.942675161361694,100.0,3
