epoch,train_loss,val_loss,train_acc_exact,val_acc_exact,train_mae_speed,val_mae_speed,train_mae_omega,val_mae_omega,train_rmse_speed,val_rmse_speed,train_rmse_omega,val_rmse_omega,score
1,3.2215728735923768,2.993600841363271,0.087,0.13,0.1767252297202746,0.1095159242550532,0.3005935928026835,0.30544111569722493,0.21550928018542775,0.13016306897817534,0.3404697652144846,0.34109739275140616,-0.07747851997613905
2,2.952671919663747,2.873185483614604,0.12733333333333333,0.14166666666666666,0.10481477055946986,0.07316260049740474,0.29906969126065575,0.3024881609280904,0.13125054651668844,0.09098580585485563,0.3393211003525966,0.34194367153762295,-0.046158714046080906
3,2.8523474462827045,2.8627051591873167,0.1495,0.12,0.08629784640669823,0.06999121909340222,0.2991817915439606,0.30481744289398194,0.1099169864925392,0.0860990256549679,0.3392091500757004,0.3435189294124746,-0.06740433099369209
4,2.518248554865519,2.3890714565912883,0.2125,0.22333333333333333,0.07994025511542956,0.060859700739383696,0.2992337041695913,0.30424821734428403,0.10353892176363405,0.07510424820855965,0.33875061785839833,0.34209532563186523,0.04077937429149947
5,2.379022396405538,2.353981165091197,0.23933333333333334,0.2175,0.0753339303235213,0.05387772932648659,0.29836692750453947,0.3023904244105021,0.09709314027366032,0.06671373070739635,0.33702891627673753,0.34168203564518024,0.03936592313150564
6,2.3413950351874036,2.342461136976878,0.24783333333333332,0.2175,0.07068475711345673,0.04767698009808858,0.29665336751937865,0.3076137630144755,0.09155778360642446,0.06011346446543625,0.33521321361696377,0.34194350666814843,0.039854628443717954
7,2.317620973587036,2.329401206970215,0.24616666666666667,0.22416666666666665,0.06745814410845438,0.05439854686458905,0.29751057394345604,0.302148228486379,0.08692174167141108,0.06832107306512,0.335200382993471,0.3403911239717259,0.04589327899118262
8,2.293515054782232,2.306795044740041,0.25433333333333336,0.23083333333333333,0.06431185804804167,0.046443033119042715,0.29745092924435934,0.3029725992679596,0.0834061960278762,0.057270650594336385,0.335240454184889,0.33994740991606753,0.05612551713983216
9,2.280266535679499,2.3106906016667685,0.25433333333333336,0.2325,0.06240530701478322,0.044463442862033846,0.29647762966156005,0.3039141861597697,0.08001524718117564,0.05510046374303474,0.334499808634526,0.33955682415065397,0.05831118548909825
10,2.2700088353951773,2.292916238307953,0.2653333333333333,0.2225,0.06126887687047323,0.04774425317843755,0.29674504514535266,0.3039754303296407,0.07865308484089147,0.05871926951174339,0.3345525846370175,0.34001296102255235,0.04664015824596088
11,2.2575383404890697,2.287044030427933,0.26916666666666667,0.23,0.05893503190080325,0.043959963371356325,0.29621947260697684,0.30345955888430276,0.07587129601986464,0.053723201883139955,0.3338017466965956,0.34031701834288536,0.05629023887217047
12,2.2473870130379994,2.2835968911647795,0.2723333333333333,0.2325,0.059168744891881946,0.046634217401345573,0.2957192525068919,0.30301178216934205,0.07647717906619447,0.05795551371071907,0.3331759450902077,0.34009017969124683,0.05767700021465619
13,2.240445162852605,2.285166251659393,0.2698333333333333,0.2325,0.0577354617814223,0.044486719121535616,0.29552132868766784,0.3048440353075663,0.07418547276215985,0.055119487661286125,0.3334399025057967,0.34104210662269685,0.05783462278544904
14,2.2237600298722584,2.301115149259567,0.281,0.2375,0.057630708783864976,0.04401809898515542,0.29529093686739605,0.3033757003148397,0.07410992735113937,0.055348970309436564,0.3326457663813719,0.34091256875975856,0.06380310035000245
15,2.216507280667623,2.270444409052531,0.281,0.2325,0.056941497534513476,0.04277835150559743,0.29433713404337564,0.3024671141306559,0.07435058648196764,0.05390758324151502,0.3322153780050834,0.34123934456674554,0.059877267181873334
