epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,47.0225,3.103546,0.417667,0.331333,0.637,0.085,7.709969,0.481667,0.335,0.5,0.09
2,46.1292,2.352404,0.555667,0.329,0.896,0.164333,2.002901,0.645,0.343333,1.0,0.22
3,46.2468,1.998178,0.641,0.344667,0.993333,0.224,1.881089,0.666667,0.348333,1.0,0.24
4,46.2342,1.915818,0.682667,0.343,0.986667,0.226667,1.967693,0.705,0.331667,0.918333,0.215
5,45.8192,1.814379,0.715,0.35,0.995,0.241667,1.69132,0.75,0.343333,1.0,0.258333
6,46.3249,1.746923,0.737,0.350667,0.995667,0.254667,1.715976,0.77,0.345,0.988333,0.26
7,46.3478,1.704085,0.743667,0.338333,0.996,0.249333,1.652266,0.758333,0.346667,0.985,0.255
8,46.2764,1.706836,0.743333,0.352667,0.986333,0.265333,5.521059,0.685,0.336667,0.5,0.098333
9,45.8996,1.691238,0.756333,0.347333,0.988,0.254333,1.590291,0.781667,0.341667,0.996667,0.263333
10,46.3051,1.615396,0.78,0.365,0.995333,0.282333,1.586106,0.765,0.333333,1.0,0.255
11,46.3275,1.591443,0.774333,0.346,0.999333,0.263667,1.543605,0.798333,0.355,0.998333,0.281667
12,46.3036,1.539826,0.805,0.373,0.996,0.291333,3.891521,0.785,0.343333,0.53,0.148333
13,45.9354,1.571477,0.784,0.351,0.990333,0.272667,1.589003,0.793333,0.348333,0.995,0.278333
14,46.412,1.518587,0.801667,0.362,0.999,0.293667,1.507075,0.811667,0.343333,1.0,0.271667
15,46.143,1.471689,0.813,0.377,0.999667,0.305667,1.508096,0.795,0.318333,1.0,0.255
16,46.1774,1.465513,0.82,0.375333,0.997333,0.306667,1.49687,0.805,0.353333,1.0,0.29
17,46.0805,1.449704,0.821,0.375667,0.999667,0.314333,1.477813,0.811667,0.335,1.0,0.275
18,52.7755,1.514824,0.808333,0.371,0.989,0.292667,1.544165,0.795,0.338333,0.99,0.261667
19,52.5499,1.471445,0.814667,0.373333,0.997667,0.304,1.476552,0.82,0.323333,1.0,0.263333
20,52.9268,1.417557,0.837333,0.387333,0.998333,0.325667,1.634417,0.8,0.318333,0.998333,0.248333
21,52.4694,1.427753,0.836667,0.379667,0.998333,0.32,1.520747,0.813333,0.343333,0.996667,0.278333
22,53.0622,1.40625,0.829333,0.398333,0.997,0.329667,3.332605,0.778333,0.343333,0.69,0.175
23,52.9843,1.395142,0.850333,0.390333,0.999333,0.33,1.482534,0.811667,0.346667,1.0,0.275
24,52.7987,1.381663,0.846,0.389333,1.0,0.328,1.492094,0.796667,0.35,1.0,0.281667
25,52.6099,1.368678,0.850667,0.396333,0.999,0.338667,1.490254,0.818333,0.336667,1.0,0.286667
26,52.9534,1.368327,0.852,0.392667,0.999333,0.335,1.486767,0.815,0.346667,1.0,0.288333
27,50.6011,1.362162,0.85,0.408667,0.999667,0.342667,1.564716,0.818333,0.326667,0.998333,0.27
28,47.3106,1.35009,0.852,0.412667,1.0,0.352333,1.593576,0.806667,0.363333,0.968333,0.285
29,48.4008,1.335125,0.866667,0.41,0.999667,0.354333,1.493808,0.83,0.365,1.0,0.301667
30,47.9315,1.358011,0.856333,0.415,0.996667,0.355333,1.544616,0.811667,0.341667,0.995,0.281667
31,48.1111,1.332244,0.859667,0.421667,0.998667,0.363667,1.505145,0.825,0.373333,1.0,0.318333
32,47.5554,1.322549,0.861667,0.424333,1.0,0.367667,1.517115,0.793333,0.346667,1.0,0.291667
33,46.5051,1.315205,0.862667,0.422667,0.999,0.361333,1.511807,0.818333,0.333333,0.998333,0.28
34,46.9376,1.399587,0.868,0.414333,0.981,0.355333,1.492044,0.803333,0.356667,1.0,0.285
35,48.268,1.301772,0.868333,0.439333,0.998333,0.382333,1.552218,0.803333,0.341667,0.988333,0.268333
36,48.4827,1.289453,0.880667,0.428333,0.999667,0.378667,1.535402,0.811667,0.351667,1.0,0.29
37,48.2282,1.277573,0.880333,0.445667,0.999,0.394333,1.531079,0.813333,0.363333,1.0,0.296667
38,50.4957,1.267955,0.882333,0.453667,1.0,0.402667,1.554149,0.816667,0.356667,1.0,0.3
39,50.0277,1.263461,0.886,0.455333,0.999,0.405,1.565192,0.82,0.338333,0.998333,0.283333
40,47.7187,1.245238,0.894667,0.468,0.999667,0.420667,1.549696,0.825,0.301667,1.0,0.245
41,49.8083,1.214994,0.901,0.479333,0.999667,0.436,1.569581,0.823333,0.316667,1.0,0.271667
42,48.1758,1.227012,0.896333,0.479667,0.999667,0.431333,1.62386,0.82,0.318333,0.996667,0.265
43,47.5215,1.210123,0.901333,0.474333,0.998667,0.427333,1.623451,0.821667,0.33,1.0,0.278333
44,49.3539,1.197417,0.897667,0.483667,0.999,0.436,1.643693,0.81,0.335,1.0,0.273333
45,46.4816,1.195321,0.904,0.488,0.997,0.441,1.827749,0.801667,0.366667,0.951667,0.286667
46,46.964,1.176586,0.903,0.499667,1.0,0.453667,1.637258,0.813333,0.346667,1.0,0.285
