epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
36,52.2379,0.427423,0.993667,0.842333,0.998667,0.836,0.369679,1.0,0.851667,0.99,0.841667
37,52.7795,0.338135,0.997333,0.873667,0.999667,0.871,4.075162,0.725,0.77,0.883333,0.533333
38,52.2299,0.295904,0.994667,0.898667,0.998667,0.892667,0.262691,1.0,0.911667,0.996667,0.908333
39,52.7387,0.325737,0.995,0.89,0.997667,0.883,0.162921,1.0,0.951667,1.0,0.951667
40,52.2549,0.246272,0.992333,0.920667,0.997,0.911,0.150982,0.998333,0.96,0.998333,0.956667
41,52.7495,0.211595,0.992667,0.929667,0.999333,0.922,0.095212,1.0,0.975,1.0,0.975
42,52.2174,0.151373,0.996333,0.952,0.998,0.947,0.068703,1.0,0.981667,0.998333,0.98
43,52.66,0.148049,0.996,0.955667,0.999667,0.951667,0.070268,1.0,0.985,1.0,0.985
44,52.1945,0.150548,0.996333,0.962667,0.994667,0.954333,49.978545,0.245,0.391667,0.52,0.058333
45,52.7007,0.140182,0.994667,0.964667,0.998,0.958,0.135675,0.996667,0.971667,0.998333,0.966667
46,52.7685,0.104029,0.997,0.971,1.0,0.968333,0.054927,1.0,0.988333,1.0,0.988333
47,52.3067,0.100283,0.996,0.972333,1.0,0.968667,0.027181,1.0,0.998333,1.0,0.998333
48,52.8531,0.063973,0.998,0.98,0.999667,0.977667,0.037089,1.0,0.995,1.0,0.995
49,52.3529,0.104172,0.995,0.977667,0.997,0.970667,0.581052,1.0,0.933333,1.0,0.933333
50,52.838,0.087183,0.999,0.975667,0.997667,0.972667,0.023233,1.0,0.993333,1.0,0.993333
51,52.2234,0.114333,0.996333,0.971,0.998333,0.966333,0.01808,1.0,0.996667,1.0,0.996667
52,52.717,0.077345,0.996,0.981,0.998667,0.975667,0.014679,1.0,1.0,1.0,1.0
53,52.259,0.057223,0.998333,0.986,0.998333,0.982667,0.014484,1.0,1.0,1.0,1.0
54,52.8245,0.046591,0.997,0.988667,1.0,0.985667,0.006036,1.0,1.0,1.0,1.0
55,52.1958,0.078308,0.997,0.98,0.996667,0.974,0.019258,1.0,0.996667,1.0,0.996667
56,52.686,0.060889,0.997333,0.983333,1.0,0.980667,0.021418,1.0,0.993333,1.0,0.993333
57,52.2202,0.056025,0.997667,0.988,0.999333,0.985,0.013749,1.0,0.998333,1.0,0.998333
58,52.6843,0.04064,0.997667,0.988667,0.999667,0.986,0.018943,1.0,0.995,1.0,0.995
59,52.1959,0.058293,0.998,0.986667,0.999,0.983667,1.26088,0.948333,0.981667,0.953333,0.908333
60,52.6431,0.063595,0.998,0.983,0.999667,0.980667,0.010348,1.0,0.998333,1.0,0.998333
61,52.1673,0.048232,0.997,0.989333,0.999,0.985333,0.01676,1.0,0.998333,0.995,0.993333
62,52.7044,0.060508,0.998667,0.988333,0.997,0.984,0.0061,1.0,0.998333,1.0,0.998333
63,52.2293,0.04775,0.998667,0.988333,0.999333,0.986333,0.816147,0.98,0.961667,0.838333,0.793333
64,52.6666,0.053199,0.998667,0.986,0.999667,0.984333,0.00433,1.0,1.0,1.0,1.0
65,52.1969,0.04068,1.0,0.987,0.999,0.986,0.015116,1.0,0.995,1.0,0.995
66,52.6044,0.035614,0.999333,0.992333,1.0,0.991667,0.003821,1.0,1.0,1.0,1.0
67,52.2983,0.041249,0.996333,0.994,0.998667,0.989,0.094272,1.0,0.996667,0.986667,0.983333
