epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,50.8816,2.737228,0.566,0.335,0.633667,0.125,59.035189,0.263333,0.333333,0.5,0.043333
2,49.2643,1.805211,0.735667,0.329333,0.947667,0.224333,1.510655,0.836667,0.305,0.998333,0.26
3,48.8293,1.52736,0.837,0.347333,0.988667,0.289,1.450468,0.855,0.323333,0.998333,0.285
4,49.0448,1.449552,0.867,0.346,0.992333,0.299333,1.357472,0.906667,0.331667,0.99,0.296667
5,49.4991,1.407817,0.878,0.344333,0.997667,0.303333,1.364191,0.896667,0.311667,1.0,0.281667
6,49.9597,1.537266,0.878,0.357333,0.953,0.295,3.176367,0.87,0.325,0.595,0.181667
7,50.2792,1.382016,0.888333,0.346667,0.997,0.312667,1.3268,0.915,0.318333,1.0,0.285
8,50.3079,1.386442,0.894333,0.332333,0.989667,0.295333,1.35045,0.905,0.335,0.991667,0.295
9,50.6449,1.349777,0.897667,0.352333,0.994333,0.318667,1.344167,0.913333,0.306667,0.996667,0.276667
10,50.8814,1.343146,0.889333,0.358333,0.998333,0.321333,1.456256,0.916667,0.328333,0.938333,0.275
11,50.8563,1.335517,0.900667,0.359,0.999,0.328,1.315206,0.913333,0.343333,1.0,0.313333
12,50.5251,1.315994,0.904,0.358667,1.0,0.324667,1.329484,0.913333,0.346667,1.0,0.318333
13,51.27,1.31861,0.905667,0.349667,0.998,0.316667,1.340676,0.895,0.331667,1.0,0.291667
14,51.2914,1.30504,0.910667,0.356,0.998333,0.325,1.32267,0.903333,0.345,1.0,0.308333
15,51.5552,1.287001,0.916667,0.373333,1.0,0.344333,1.313009,0.918333,0.34,1.0,0.31
16,51.1399,1.289956,0.91,0.37,1.0,0.337667,1.301644,0.928333,0.326667,1.0,0.301667
17,51.706,1.330721,0.907333,0.370667,0.988667,0.335333,1.341715,0.895,0.348333,0.998333,0.308333
18,51.4942,1.308299,0.915,0.366667,0.993333,0.328,1.341273,0.888333,0.353333,0.998333,0.316667
19,51.8566,1.277554,0.918667,0.378333,0.999,0.350333,1.345059,0.906667,0.363333,0.985,0.33
20,51.2971,1.263608,0.918,0.397,0.999667,0.368333,1.299644,0.911667,0.351667,1.0,0.321667
21,52.0108,1.249287,0.924667,0.391,1.0,0.365,1.307491,0.906667,0.336667,0.998333,0.306667
22,51.8437,1.24833,0.921667,0.399,0.998333,0.371,1.310985,0.926667,0.34,0.995,0.316667
23,51.6663,1.236496,0.921,0.394667,0.999667,0.362,1.305261,0.913333,0.331667,0.998333,0.303333
24,52.1871,1.227537,0.922333,0.402667,0.999,0.373,1.282655,0.911667,0.36,1.0,0.325
25,51.8259,1.229262,0.915333,0.406333,0.998667,0.370333,1.301671,0.916667,0.346667,0.998333,0.313333
26,52.3036,1.203095,0.920667,0.442333,0.997667,0.412,1.287581,0.935,0.336667,1.0,0.316667
27,52.171,1.200081,0.919667,0.427333,0.999333,0.398333,1.564535,0.843333,0.366667,1.0,0.303333
28,51.9759,1.248092,0.907,0.421,0.992,0.385333,1.264954,0.918333,0.401667,1.0,0.368333
29,52.8247,1.176678,0.922,0.451,0.999667,0.416,1.428594,0.926667,0.361667,0.948333,0.325
30,51.8968,1.165743,0.920667,0.469333,0.999333,0.437333,1.269773,0.93,0.388333,0.998333,0.363333
31,52.3901,1.152555,0.925667,0.461,1.0,0.432,1.247882,0.92,0.406667,1.0,0.37
32,51.9301,1.151022,0.922333,0.470667,0.999333,0.435333,1.307357,0.915,0.38,1.0,0.345
