epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
33,52.6324,1.138977,0.928333,0.464333,0.999,0.432333,1.386561,0.91,0.37,0.988333,0.333333
34,52.4285,1.11886,0.921667,0.481333,0.998667,0.444333,1.260406,0.928333,0.4,1.0,0.37
35,52.1035,1.104331,0.929,0.492667,0.999667,0.460333,1.295046,0.923333,0.388333,1.0,0.351667
36,52.6764,1.093821,0.93,0.489,0.999,0.454,1.269408,0.918333,0.413333,0.998333,0.376667
37,52.1855,1.075433,0.932333,0.504667,0.999333,0.475333,1.259716,0.925,0.405,0.998333,0.376667
38,52.8537,1.08424,0.932333,0.513333,0.997,0.477,1.293641,0.913333,0.415,0.996667,0.38
39,52.1905,1.061075,0.935,0.522333,0.998667,0.489,1.28783,0.925,0.43,0.995,0.393333
40,52.6958,1.026294,0.938333,0.543667,0.998,0.512667,1.260438,0.918333,0.47,0.998333,0.421667
41,52.1451,0.999415,0.936667,0.574333,0.999333,0.541333,1.258391,0.925,0.46,0.998333,0.425
42,52.7702,0.965278,0.939,0.582667,0.999,0.548333,1.206112,0.925,0.505,0.996667,0.465
43,52.285,0.90819,0.943333,0.63,0.998333,0.596333,1.781905,0.925,0.496667,0.886667,0.41
44,52.6604,0.873033,0.936667,0.637333,0.999,0.599,1.277839,0.915,0.52,0.998333,0.475
45,52.0789,0.837756,0.940667,0.658667,0.998,0.618667,1.072827,0.928333,0.55,0.996667,0.511667
46,52.6361,0.789704,0.940667,0.677667,0.999,0.640667,1.140132,0.92,0.563333,0.985,0.511667
47,52.2963,0.739162,0.946333,0.692333,0.999333,0.658333,1.105964,0.926667,0.576667,0.998333,0.53
48,52.8504,0.697629,0.947,0.717333,0.998667,0.679667,1.022127,0.92,0.59,0.998333,0.528333
49,52.2039,0.670318,0.946667,0.733667,0.999,0.697333,1.108549,0.918333,0.6,0.998333,0.543333
50,52.7647,0.6419,0.953333,0.731,0.998,0.696,1.068608,0.911667,0.605,0.996667,0.545
51,52.1589,0.628999,0.953333,0.75,0.999,0.716333,0.9998,0.93,0.608333,0.993333,0.558333
52,52.8036,0.61459,0.956,0.744,0.999333,0.713333,0.994517,0.911667,0.615,0.995,0.561667
53,52.3787,0.573057,0.958333,0.765,0.998667,0.734667,1.147345,0.913333,0.626667,0.988333,0.561667
54,52.8013,0.570445,0.956333,0.763667,0.999,0.731,1.00112,0.923333,0.64,0.996667,0.593333
55,52.3545,0.539447,0.961,0.778,0.998333,0.751333,1.020797,0.928333,0.645,0.998333,0.601667
56,52.8411,0.536319,0.956,0.786667,0.999333,0.753667,1.029262,0.923333,0.653333,0.993333,0.61
57,52.4243,0.508975,0.962,0.798667,0.999333,0.769667,1.025125,0.906667,0.641667,0.998333,0.581667
58,52.8563,0.489532,0.963,0.805333,0.999667,0.779,1.057682,0.93,0.636667,1.0,0.59
59,52.684,0.469084,0.968,0.801667,0.999333,0.778333,0.976714,0.925,0.661667,1.0,0.618333
60,55.7811,0.470127,0.964667,0.816,0.998,0.788667,1.172747,0.92,0.66,0.991667,0.598333
61,54.5017,0.443325,0.967333,0.833333,0.998667,0.809,0.960382,0.928333,0.695,1.0,0.65
62,54.2725,0.427681,0.967667,0.833667,0.999333,0.811667,0.965748,0.928333,0.706667,1.0,0.663333
63,54.541,0.412977,0.968333,0.853333,0.998667,0.829,0.942102,0.933333,0.698333,0.998333,0.653333
64,55.6836,0.404215,0.968667,0.851667,0.998667,0.825667,0.972745,0.926667,0.715,0.998333,0.665
65,57.4874,0.3818,0.971,0.864667,0.999333,0.842,1.025384,0.923333,0.696667,1.0,0.648333
66,56.0923,0.361512,0.971333,0.868333,0.999333,0.847667,1.010356,0.92,0.745,1.0,0.69
67,56.3417,0.338421,0.97,0.884,1.0,0.860667,1.074166,0.921667,0.735,0.991667,0.68
68,56.1854,0.353897,0.974,0.872333,0.999,0.852,1.067486,0.928333,0.73,0.998333,0.685
69,57.3897,0.336061,0.977333,0.88,1.0,0.862333,1.076497,0.925,0.725,0.996667,0.678333
70,56.2164,0.297439,0.975,0.900667,0.999333,0.881,0.968179,0.921667,0.758333,0.995,0.71
71,57.6114,0.290231,0.977,0.898333,1.0,0.88,0.981474,0.928333,0.781667,1.0,0.731667
72,57.0671,0.273674,0.974,0.917333,1.0,0.896,1.030744,0.915,0.765,1.0,0.711667
73,56.3313,0.307658,0.974,0.902333,0.999333,0.884333,1.023587,0.92,0.773333,0.991667,0.713333
74,56.7951,0.249016,0.981333,0.926,1.0,0.910667,0.968663,0.911667,0.798333,1.0,0.736667
75,52.7264,0.259998,0.98,0.918667,0.998,0.899667,1.013451,0.935,0.79,1.0,0.751667
76,53.2519,0.245595,0.984333,0.923,0.999333,0.909333,1.050126,0.916667,0.79,0.998333,0.735
77,52.6135,0.236452,0.984,0.927333,0.998333,0.912333,1.396027,0.923333,0.753333,0.961667,0.688333
78,53.4689,0.214456,0.975333,0.941,0.999667,0.919667,0.998934,0.93,0.791667,1.0,0.755
79,52.6346,0.20897,0.981333,0.940333,0.998667,0.924333,0.961057,0.931667,0.813333,1.0,0.77
80,53.0667,0.190196,0.983,0.945,0.999333,0.930667,1.012734,0.923333,0.806667,1.0,0.758333
81,52.4253,0.199747,0.983667,0.943,0.998333,0.929,0.96687,0.926667,0.81,1.0,0.77
82,53.0871,0.22209,0.985,0.933,0.999,0.919667,1.013055,0.926667,0.813333,1.0,0.773333
83,52.5654,0.161543,0.983333,0.953,1.0,0.938667,1.052673,0.913333,0.831667,1.0,0.773333
84,52.5419,0.186381,0.986333,0.947333,0.998333,0.934,1.079323,0.918333,0.796667,1.0,0.756667
85,53.0843,0.165534,0.988,0.95,0.999667,0.939333,0.974233,0.92,0.826667,0.996667,0.776667
86,52.5823,0.163744,0.988333,0.948,0.999667,0.938333,1.111114,0.911667,0.815,1.0,0.765
87,53.0839,0.165555,0.983333,0.954333,0.999667,0.939,1.007669,0.931667,0.841667,0.998333,0.805
88,52.5432,0.159105,0.984333,0.964,0.998667,0.949333,1.038872,0.911667,0.82,1.0,0.768333
89,53.0186,0.165814,0.987333,0.956,0.997667,0.942667,1.075941,0.915,0.821667,1.0,0.77
90,52.7425,0.130496,0.985,0.964,0.999,0.950667,1.092701,0.925,0.82,0.998333,0.77
91,53.1181,0.149182,0.986,0.959,0.999,0.947667,1.101335,0.921667,0.823333,0.995,0.776667
92,52.6082,0.148452,0.984667,0.957,0.999667,0.945333,1.045386,0.92,0.831667,0.996667,0.781667
93,53.1645,0.129698,0.989667,0.964667,0.999,0.954,1.083023,0.916667,0.838333,0.998333,0.79
94,52.4548,0.137761,0.988333,0.963667,0.999667,0.952667,1.016314,0.918333,0.84,1.0,0.793333
95,52.6564,0.125465,0.99,0.964667,1.0,0.956333,1.063991,0.931667,0.835,1.0,0.8
96,52.8992,0.12381,0.987667,0.969333,0.999,0.957,1.063747,0.923333,0.84,1.0,0.8
97,52.5306,0.102587,0.988667,0.972,1.0,0.963,1.105433,0.92,0.831667,0.996667,0.783333
98,52.9903,0.128396,0.990667,0.968,0.998667,0.957667,1.187499,0.928333,0.826667,1.0,0.785
99,52.506,0.128501,0.987667,0.965333,0.999667,0.953333,1.235908,0.916667,0.808333,1.0,0.763333
100,52.9293,0.151548,0.986333,0.963333,0.998,0.948,1.111852,0.92,0.826667,1.0,0.785
