epoch,dt_sec,train_loss,train_acc_motion,train_acc_rot,train_acc_shape,train_acc_exact,val_loss,val_acc_motion,val_acc_rot,val_acc_shape,val_acc_exact
1,53.0824,2.869908,0.6,0.315333,0.590667,0.106333,2.356679,0.753333,0.35,0.638333,0.163333
2,52.0642,1.896965,0.957,0.328667,0.667667,0.207,13.956036,0.608333,0.336667,0.5,0.096667
3,52.5194,1.411449,0.986,0.337,0.914667,0.303667,271.698539,0.261667,0.333333,0.5,0.041667
4,52.6239,1.219199,0.99,0.340333,0.983667,0.333,1.144773,0.998333,0.365,0.993333,0.363333
5,52.0287,1.151488,0.996,0.357667,0.992333,0.354,1.168172,0.996667,0.365,0.998333,0.361667
6,52.6386,1.119585,0.997667,0.380667,0.998,0.379333,1.084834,0.998333,0.395,1.0,0.395
7,52.0613,1.09848,0.997667,0.389333,0.996333,0.386333,29.398777,0.606667,0.345,0.563333,0.125
8,52.647,1.109101,0.990667,0.391333,0.996667,0.384,3.293687,0.743333,0.358333,0.668333,0.191667
9,52.2141,1.052643,0.995667,0.432333,0.996667,0.429333,1.074155,0.996667,0.413333,0.985,0.41
10,52.5836,1.030164,0.997333,0.427667,0.999333,0.426,1.085775,1.0,0.383333,0.998333,0.383333
11,52.2302,1.056281,0.997333,0.437333,0.995333,0.433333,1.063422,1.0,0.415,0.991667,0.413333
12,52.5454,1.042924,0.998333,0.435333,0.99,0.428333,1.049073,1.0,0.408333,0.995,0.405
13,52.164,1.019202,0.996667,0.444333,0.995333,0.441,1.079722,0.998333,0.405,1.0,0.403333
14,52.6552,1.000375,0.998667,0.447,0.999,0.446333,8.867174,0.571667,0.345,0.79,0.176667
15,52.0263,0.976113,0.999333,0.474667,1.0,0.474667,1.017696,0.998333,0.423333,1.0,0.423333
16,52.578,0.992955,0.997667,0.468667,0.997667,0.466,1.053015,1.0,0.433333,1.0,0.433333
17,52.5627,0.966468,0.998333,0.478333,1.0,0.476667,1.053417,0.993333,0.451667,1.0,0.445
18,52.1188,0.997621,0.993333,0.496667,0.991,0.489333,5.706347,0.57,0.353333,0.886667,0.171667
19,52.558,0.978536,0.996667,0.494667,0.997,0.491333,1.022224,1.0,0.465,1.0,0.465
20,52.0586,0.947012,0.997,0.507333,0.997,0.503667,0.991286,1.0,0.463333,1.0,0.463333
21,52.5635,0.915537,0.997,0.533667,0.999667,0.531333,0.973984,0.998333,0.468333,1.0,0.466667
22,52.1026,0.886351,0.997333,0.534,0.999,0.531667,0.986222,1.0,0.466667,1.0,0.466667
23,52.6167,0.922268,0.997,0.518,0.999,0.515,1.042212,0.998333,0.486667,0.965,0.471667
24,52.0816,0.872052,0.997667,0.538,0.997333,0.536333,0.94786,0.998333,0.486667,1.0,0.485
