epoch,train_loss,val_loss,train_acc_exact,val_acc_exact,train_mae_speed,val_mae_speed,train_mae_omega,val_mae_omega,train_rmse_speed,val_rmse_speed,train_rmse_omega,val_rmse_omega,score
1,3.030722449461619,4.508696805636088,0.10783333333333334,0.0725,0.2324497359196345,0.2134997566541036,0.26573173252741494,0.2846462168296178,0.2781948693341456,0.25823143069521337,0.2909339617818954,0.29542488065651934,-0.17657298674186073
2,2.3091191279093426,64.58625361124675,0.165,0.043333333333333335,0.14852771818637847,0.5950341733296712,0.2678053733507792,0.37715722938378654,0.190668418374454,0.6774589003639876,0.2909628693213713,0.45001038786589714,-0.4427623680233955
3,2.2053141509691874,2.1488597202301025,0.18666666666666668,0.20916666666666667,0.1262798181374868,0.10390361080567043,0.26512715403238934,0.27166678408781686,0.16555855200838793,0.13533524928242502,0.28704171336260337,0.2846190202090718,0.02138146921992301
4,2.15340100646019,2.360586241086324,0.20416666666666666,0.17916666666666667,0.12261836552619934,0.10489496638377507,0.26489454360802966,0.2513484841585159,0.16136855486294566,0.1334704611000267,0.2851094515645966,0.2883614327794736,0.001044941395521165
5,2.0770875057379405,2.5577063957850137,0.2195,0.17833333333333334,0.12034211492538452,0.09945610860983531,0.2648275884787242,0.2686400498946508,0.1595565546704752,0.1309065994056324,0.2849066867132544,0.2863429289040052,-0.005714745918909692
6,2.0105727417469024,1.9785236684481302,0.22,0.21416666666666667,0.11237522304058074,0.10370576590299606,0.2650601751009623,0.260674046476682,0.15030008875469245,0.12666745234690716,0.28487306518980066,0.2872719093156164,0.031976760476827626
7,2.00120458817482,1.9309577258427937,0.21866666666666668,0.22083333333333333,0.10757300770282745,0.08966501891613006,0.26460748934745787,0.26321870386600493,0.1423436506859342,0.11931133438073517,0.2845729528761504,0.2871678704079542,0.04439147194226584
8,1.9547110345363616,1.896863852739334,0.22633333333333333,0.225,0.10307652803262075,0.07853897581497828,0.2644147893587748,0.278623064160347,0.13869648612035876,0.1043457854762546,0.2850796267887283,0.2894947049593345,0.04641898001233738
9,1.9308391944567362,2.7996614519755045,0.2315,0.1575,0.09816457339127858,0.07946610977252325,0.26369385814666746,0.2784362957874934,0.13042297294967728,0.10324703573456519,0.28424663416704665,0.2916522985847602,-0.02145120278000831
10,1.8983919943173726,1.8484875019391378,0.2355,0.22583333333333333,0.09410507790247599,0.07310209850470226,0.26422299297650653,0.27244009951750436,0.12606191276141804,0.09538844916514919,0.2844248643062201,0.2869603776867711,0.053062234322230006
11,1.8843107838630677,1.8508847093582153,0.23816666666666667,0.23666666666666666,0.08991712363560994,0.07367621839046479,0.2640351209640503,0.26319072941939037,0.11863459749776631,0.09275748366660107,0.28430058997441104,0.28512424690038973,0.06823319276173909
12,1.8659930393695832,1.8354932312170664,0.239,0.23,0.08774169824520747,0.07318768272797267,0.26319388326009113,0.271642064054807,0.1158697245256662,0.09402976400562559,0.28367179042037816,0.28633873760684053,0.057585126608610177
13,1.8546016879876455,1.8534583485126495,0.2375,0.22916666666666666,0.08758040924866994,0.07372657711307208,0.2646771224339803,0.2633823798100154,0.11597874616128473,0.09533614590995174,0.28429269846809513,0.28702240264552903,0.06061218820512293
14,1.850135085105896,1.8248814630508423,0.24033333333333334,0.23083333333333333,0.08718345962961514,0.07616349885861079,0.262979022026062,0.27168672223885854,0.11453493881920504,0.09939675983077637,0.28333898354020204,0.28718918813348343,0.05690822278459867
15,1.8292776189645132,1.8745892524719239,0.25533333333333336,0.20833333333333334,0.08548445792992909,0.07554084251324336,0.2630781881809235,0.2632393540938695,0.11299021970624146,0.09848571317572469,0.28382102273514076,0.28614852879470587,0.038943235029776896
16,1.8246444750626882,3.4884082969029744,0.2475,0.12166666666666667,0.08463097174962361,0.07088589678208033,0.262652517636617,0.2660174717505773,0.11197034562283777,0.09266362016663568,0.28323511726064815,0.28561966677527295,-0.04678501759966214
17,1.8593776780764262,1.808369132677714,0.2455,0.22333333333333333,0.09279366878668467,0.07363460352023443,0.26346469155947366,0.26309856633345285,0.1298190727723355,0.09504743637087142,0.2832756458604137,0.2858880881051896,0.054966748406489685
18,1.8234232478936514,5.567010159492493,0.25916666666666666,0.10416666666666667,0.08629846906661988,0.07594569643338521,0.26233874877293906,0.26848288436730705,0.11432255802083803,0.09985132595854324,0.28300528824204585,0.28710171643896365,-0.06804762373367947
19,1.8063988046646118,1.8988762032985687,0.256,0.22416666666666665,0.08384069188435872,0.07244233508904775,0.2622818770011266,0.26108745793501537,0.11089629431097285,0.09327943287463458,0.28332397344967575,0.2864355609974387,0.0574017701546351
20,1.8064812180201213,1.8089895566304526,0.25683333333333336,0.22416666666666665,0.08442044552167256,0.0741616129875183,0.26266577339172364,0.2699670559167862,0.11146539062665298,0.09582371659160448,0.2830542770514306,0.2858240692960886,0.05210233221451441
21,1.7844589682420096,1.8535932155450185,0.25883333333333336,0.20166666666666666,0.08535350461800893,0.07534216384092966,0.2621093757152557,0.2655635728438695,0.11304591738478273,0.0973201017627311,0.2821593084577624,0.2883455740575802,0.031213798324267072
22,1.78255565794309,1.7996013855934143,0.2605,0.23333333333333334,0.08461963093280792,0.07629907687505086,0.2621968607107798,0.27544404804706574,0.11245685830800228,0.10085355566927862,0.28312344161889647,0.28661645316895185,0.05746177087227505
23,1.7684840290546417,1.818983908891678,0.267,0.22166666666666668,0.08600593654314677,0.0771093632777532,0.2614591159025828,0.2730089463790258,0.11421508720567962,0.09643424755138573,0.28224420420628993,0.286610579982894,0.04660751183827719
24,1.7693582839171091,1.8085795295238496,0.26766666666666666,0.23083333333333333,0.08418929461638133,0.07669384201367696,0.2615484563509623,0.26258882184823357,0.11174937419819252,0.096894405200612,0.2818803067705168,0.28612773278840775,0.06119200140237807
25,1.76616832391421,1.8152003022034964,0.27016666666666667,0.22416666666666665,0.08363826251029968,0.07304483513037363,0.2613626006444295,0.26188142438729606,0.11023348408254979,0.09507599407954105,0.28197667115968195,0.28536363002179,0.05670353690783181
26,1.7464754678408305,1.798378905057907,0.2708333333333333,0.2475,0.08429881848891577,0.0761680406332016,0.2608637591600418,0.2607538197437922,0.11216352850638604,0.09863878946481301,0.2820372296066621,0.2861535241244116,0.0790390698115031
27,1.7466630093256632,1.7878073970476787,0.267,0.24083333333333334,0.08339360050360362,0.07275696029265721,0.2607595940430959,0.2613371942440669,0.11070917441423449,0.09524378498096651,0.2812836984296791,0.2866166578357914,0.0737862560649713
28,1.7569526137510936,6.582315293947856,0.2798333333333333,0.10916666666666666,0.08373465643326441,0.08221257502834002,0.2585846281051636,0.2715492922067642,0.11106495612522038,0.11000731485647669,0.28030997692292414,0.289277327671488,-0.06771426695088545
29,1.7292561219533285,1.8147127548853557,0.2783333333333333,0.2275,0.08480729373296102,0.07349526564280193,0.2597089246114095,0.25897330343723296,0.11209789321444914,0.09518039305089705,0.28083335193517006,0.2868085526545048,0.06126571545998258
